"id_cliente","compras_online","compras_locales","productos_online","productos_locales","servicios_comprados","gasto_online","gasto_local","fecha_ultima_compra_online","fecha_ultima_compra_local","dias_desde_ultima_compra_online","dias_desde_ultima_compra_local","cliente_sin_compras","producto_preferido","categoria_preferida","marca_preferida","presentacion_preferida","servicio_preferido"
"c2b5dc25-660d-4889-b323-927c3e1eb0df",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c2d84d68-c93e-4960-ac47-dfe9587c99f8",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c31d5c69-d6a2-497b-afd5-ba2ba16efced",12,16,98,43,43,43131.50,18655.50,"2026-06-28","2026-07-15",24,7,0,"L´clat Brume Protector","Protector térmico","LECLAT","Única","Corte de Cabello Dama"
"c372ebc1-d0c7-4f11-86b5-f175d90225e3",2,1,6,2,2,2349.00,826.50,"2026-04-26","2025-11-03",87,261,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
"c3c97794-cbb1-4ba1-af15-0a3ddc8df7c5",1,1,4,3,3,1209.00,1040.00,"2026-06-30","2026-07-05",22,17,0,"Shampoo Solido Ialuronico","Shampoo","AVYNA","Sin tamaño","Depilaciones Cera y Navaja"
"c40a0734-0ba4-4894-9134-e7ecbc33a6ff",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c424bbd6-d75f-49bf-a953-16c0b5f58870",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c43d54b7-726b-4153-9498-1400f468283c",12,14,91,51,51,42183.50,21973.50,"2026-07-06","2026-06-27",16,25,0,"Liss Di Lino","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"c4767808-1857-4214-b081-e90506b45708",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c4a9fd88-74c4-4254-9e9f-8c4af91eed80",7,3,28,9,9,8600.00,2855.00,"2026-06-16","2025-08-03",36,353,0,"Shampoo Abbondanza","Protector térmico","AVYNA","1000ml","Corte de Cabello Dama"
"c4c82397-00de-43b4-b884-343a9d807472",2,1,8,2,2,2799.50,627.00,"2026-05-13","2025-07-21",70,366,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"c51823c7-00db-460f-b384-33a66887efea",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c52ebc8a-57ec-4d83-8b8b-113adec1ab75",7,3,33,10,10,10785.00,3382.50,"2026-06-25","2025-03-01",27,508,0,"120 Classic Ivory Base Matte 30H","Maquillaje","MAYBELLINE","30ml","Depilaciones Cera y Navaja"
"c554db5c-4394-4767-acb7-255cb418e1b1",2,3,9,8,8,2050.00,3318.25,"2026-03-06","2026-03-02",138,142,0,"Lozione Di Agave","Tratamiento capilar","AVYNA","50ml","Corte de Cabello Dama"
"c5609eb5-ace7-4922-9752-4194c0ac57ab",2,1,7,1,1,2342.00,325.00,"2026-02-01","2025-01-05",171,563,0,"Shampoo Di Argan","Shampoo","AVYNA","500ml","Corte de Cabello Dama"
"c5985b01-9d54-47c6-887f-b037e6015a3f",2,1,7,1,1,2408.50,380.00,"2025-12-29","2024-11-25",205,604,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"c5a07859-95f3-45bc-bc93-b7ff507880bb",12,15,97,44,44,45378.50,19202.75,"2026-06-19","2026-06-17",33,35,0,"Lisciante Di Argan Aceite De Argan","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"c5f93da8-1fbf-4f6a-93b3-00f9b0ca06c2",7,9,34,23,23,11139.00,7629.25,"2026-05-20","2026-05-09",63,74,0,"Xtra Fixx Gel 300ml","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"c642a008-6430-40b0-b4b4-07bbf47f4870",1,1,5,2,2,1550.00,570.00,"2026-07-03","2026-06-22",19,30,0,"Bronze Rubor Jafra","Maquillaje","JAFRA","Única","Depilaciones Cera y Navaja"
"c69d2c5a-9216-4274-b6b9-af7e4325044a",2,1,5,2,2,2039.50,680.00,"2026-02-15","2024-07-18",157,734,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"c6c1c7c4-117f-4957-aab0-d6a428542196",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c70ed29f-0f48-4c8f-a364-879565c027ec",7,3,33,7,7,10384.00,2930.00,"2026-06-11","2025-08-29",41,327,0,"15 Beneficios 300ml Isseda","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"c75d581d-a12a-4a61-90ff-f3cfcb92951f",12,15,95,43,43,42928.00,17772.25,"2026-07-04","2026-07-14",18,8,0,"Liss Di Lino","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"c77d05fb-7de4-4ade-93d3-ea13623fd908",2,1,5,1,1,2037.50,410.00,"2026-02-28","2025-03-25",144,484,0,"Gel Extra Forte","Producto de peinado","AVYNA","100ml","Corte de Cabello Dama"
"c7b862ec-8bf2-4495-8a82-c189dda0164f",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c7e2ff98-590f-48be-affe-f57d1e91f5fd",1,1,4,4,4,1310.00,1206.00,"2026-06-23","2026-07-05",29,17,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"c88200e4-c329-474c-a7c9-5dcf8af7dec6",7,8,26,19,19,8607.50,8065.00,"2026-05-27","2026-05-27",56,56,0,"Lumina Silver Shampoo 300ml Tec Italy","Shampoo","AVYNA","300ml","Corte de Cabello Dama"
"c8892ca5-417e-4d05-8879-410c82fe9881",2,1,9,2,2,2710.00,730.00,"2026-04-22","2025-01-31",91,537,0,"Silk System Shine 60ml","Tratamiento capilar","AVYNA","60ml","Corte de Cabello Dama"
"c88d6e11-572f-4241-8a95-48192eb01a70",2,1,10,2,2,2155.00,575.00,"2026-03-30","2025-08-02",114,354,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","250ml","Depilaciones Cera y Navaja"
"c8b67109-7d67-47c8-9c53-df163896c964",2,1,13,1,1,3059.00,114.00,"2026-01-07","2025-07-26",196,361,0,"Cera 4x4 Telaraña","Producto de peinado","LECLAT","Única","Depilaciones Cera y Navaja"
"c8f87553-ec9e-43ef-9fd8-a3decfa013f3",1,1,4,3,3,1280.00,900.00,"2026-07-04","2026-06-28",18,24,0,"Definition Liquid Gel 300ml","Producto de peinado","NBC","300ml","Corte de Cabello Dama"
"c92348ef-1051-4ad0-a76b-a102f1dc510f",1,1,4,2,2,1250.00,810.00,"2026-07-11","2026-07-18",11,4,0,"Shampoo Di Argan","Shampoo","AVYNA","500ml","Corte de Cabello Dama"
"c9b0bd40-e4da-4c6e-820d-2b6de86f6e3d",1,1,3,1,1,1059.00,288.00,"2026-07-06","2026-06-25",16,27,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"c9b8af00-d96f-4a69-8f3e-83c31bc787aa",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c9e38a02-caed-47b4-8229-430befba6c81",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"c9f1ce2e-388b-49d0-a5c8-0715591fd42d",2,1,6,1,1,1588.00,350.00,"2026-06-04","2025-12-25",48,209,0,"Agua Micelar Garnier","Cuidado facial","GARNIER","Única","Corte de Cabello Dama"
"ca092ede-b696-4ffb-98c2-a9f2f5eb9bcd",7,9,28,21,21,10100.50,7976.50,"2026-07-10","2026-07-17",12,5,0,"Liss Di Lino","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"ca2c46a4-c96f-447d-854a-9e97eb82fcdb",7,3,24,7,7,7924.50,2387.50,"2026-06-10","2025-07-01",42,386,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"ca37bfb1-a499-4097-b2b1-b20a2cacadfc",1,0,4,0,0,1540.00,0.00,"2026-07-08","Sin compra local",14,-1,0,"Silk System Shine 125ml","Tratamiento capilar","TEC ITALY","125ml","No compró servicios"
"ca7a86fd-b18d-4ba4-8f22-f3961b8fdb84",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"ca9b218c-a7b6-498d-a4ac-3d47347d7c88",7,3,38,8,8,10581.50,1850.00,"2026-06-09","2025-07-11",43,376,0,"30 Unrivaled Vinyl Ink","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"caa6050b-80ff-4087-87b5-7978ce41136b",2,4,8,5,5,2542.00,1535.50,"2026-05-23","2026-05-25",60,58,0,"The Falsies Volumexpress Mascara De...","Producto de peinado","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"cae53fc0-e23b-450a-b4ef-3e128a7bc655",2,1,8,1,1,2345.00,80.00,"2026-02-15","2025-09-16",157,309,0,"Mashera Solido Ialuronico","Tratamiento capilar","AVYNA","Sin tamaño","Depilaciones Cera y Navaja"
"caed1a6b-1473-4120-a14e-7c94445c6944",7,8,28,21,21,9328.00,7483.50,"2026-06-18","2026-05-31",34,52,0,"Shampoo Di Argan","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"cb732eec-5d25-4d69-a191-261c6ce055ea",2,1,8,1,1,2546.50,232.75,"2026-06-12","2025-10-25",40,270,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Depilaciones Cera y Navaja"
"cc29a351-8cf4-42cf-b691-29ecce64f94a",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"cc553d2b-5d1f-4c65-8fd4-c2a35d78f742",7,3,27,6,6,9618.50,2737.25,"2026-06-08","2025-11-03",44,261,0,"Shampoo Di Goji","Shampoo","AVYNA","1L","Corte de Cabello Dama"
"cc880500-9a40-4d3a-a5ea-9eb516ee5570",2,1,6,2,2,2502.00,915.00,"2025-12-29","2025-01-12",205,556,0,"Fluido Di Argan","Tratamiento capilar","AVYNA","100ml","Corte de Cabello Dama"
"cc9a0317-7db9-4d6b-880f-65c39f307d5c",12,16,114,42,42,48120.00,16702.00,"2026-06-11","2026-06-24",41,28,0,"Colageno Mg","Tratamiento capilar","AVYNA","Única","Corte de Cabello Dama"
"cc9ef433-4e1e-47ed-899c-1b19e04db883",2,1,3,1,1,1271.50,350.00,"2025-12-12","2025-06-17",222,400,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"ccb5a25a-971f-4a74-86c2-f1e28545dc4c",2,1,4,3,3,1688.00,959.50,"2026-03-30","2025-02-20",114,517,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"ccf54352-1dbf-4a21-a502-ddc45c2cd117",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"cd49ada3-2ead-451e-be3a-c21f58575c80",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"cd4a088f-f6de-4cd3-a4d3-257a2c2d246e",7,3,27,8,8,9798.00,3125.50,"2026-06-16","2025-08-13",36,343,0,"Lumina Silver Shampoo 300ml Tec Italy","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"cd818770-9a21-41ce-9b31-ace2e2a1d8de",1,0,4,0,0,1240.00,0.00,"2026-06-19","Sin compra local",33,-1,0,"The Falsies SURREAL Mascara De Pest...","Maquillaje","MAYBELLINE","Única","No compró servicios"
"cdb68b1f-3d49-447c-ae7a-a509de4e8a44",2,1,3,3,3,1668.00,1010.00,"2025-10-18","2024-12-08",277,591,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"ce0b20e4-423b-43b8-9e22-328f0d6cb08a",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"cea924cc-5055-4f3d-b859-62f53ba43750",7,9,34,25,25,10324.50,8354.00,"2026-06-23","2026-07-03",29,19,0,"15 Beneficios 300ml Isseda","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"ceb6dc6f-6711-4481-bc07-1c644911af6c",1,1,3,2,2,1020.50,603.00,"2026-06-28","2026-07-02",24,20,0,"Shampoo Di Goji","Shampoo","AVYNA","500ml","Corte de Cabello Dama"
"ceb98beb-a6ab-4b86-b044-adc605315cee",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"cec5183f-faf1-449b-a58e-942c95c006f7",2,1,10,2,2,2587.00,532.00,"2026-05-21","2026-02-17",62,155,0,"Agua Micelar Piel Mixta","Cuidado facial","GARNIER","Única","Depilaciones Cera y Navaja"
"ceea505e-e1dc-411d-88df-2148b2a1fbf3",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"cf20721b-efd2-474a-a7fa-93c6f257d0de",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d019075d-5f83-4bbe-bd6b-9e0b5376a96b",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d1cc131a-8e91-4bb0-832e-677181d7f719",2,3,9,6,6,2169.50,2245.50,"2026-05-06","2026-05-15",77,68,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"d1eb6ccc-6749-495f-8b52-ebaa4c68eb25",2,1,7,2,2,2710.00,695.00,"2026-02-24","2025-06-26",148,391,0,"Shampoo Ialuronico","Shampoo","AVYNA","12oz","Corte de Cabello Dama"
"d204e5bd-0089-4065-9c88-7848c733a5ac",7,3,33,9,9,10063.50,3517.00,"2026-06-06","2025-06-26",46,391,0,"Colageno Mg","Tratamiento capilar","AVYNA","Única","Corte de Cabello Dama"
"d20e3f69-82eb-4d6f-8887-88d27a2c04b8",2,1,8,3,3,2352.00,731.50,"2026-06-17","2025-12-31",35,203,0,"Agua Micelar Jelly Purificante","Cuidado facial","GARNIER","Única","Depilaciones Cera y Navaja"
"d2278808-1ddd-4c54-94d8-f72dbbe17ab4",7,3,46,8,8,10600.00,1912.00,"2026-06-18","2025-12-22",34,212,0,"55 Royal Vinyl Ink","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"d2352118-04da-4830-8b31-c57846f1d5a3",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d23a464f-be72-4901-947f-3700c711bf98",1,0,5,0,0,1540.00,0.00,"2026-06-23","Sin compra local",29,-1,0,"Riconstruttore Argan","Tratamiento capilar","AVYNA","250ml","No compró servicios"
"d24e877f-e963-4bbd-8a19-6e2ac7ee66d9",2,2,7,3,3,2677.50,1178.50,"2026-04-28","2026-06-12",85,40,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"d2662302-be1a-40e4-9001-61192cbc143d",12,14,101,42,42,37142.50,14511.75,"2026-06-19","2026-06-23",33,29,0,"Terra Cotta Rubor Jafra","Maquillaje","AVYNA","Única","Corte de Cabello Dama"
"d26984f0-1bc3-42e1-bcf4-197133235d82",2,2,6,2,2,2049.00,520.00,"2026-04-23","2025-08-02",90,354,0,"Chocolatto Tatamiento Intensivo","Tratamiento capilar","AVYNA","250ml","Depilaciones Cera y Navaja"
"d26d684d-a05a-4840-93b4-f4efdcb1bdd2",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d2bedcce-24aa-4298-9c72-289dfd27e5f0",7,4,26,9,9,10778.00,3225.00,"2026-07-09","2025-12-21",13,213,0,"Silk System Shine 300ml","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"d34ee6d2-4334-4157-8e1e-0a477c16482c",2,1,5,2,2,2222.00,760.00,"2025-11-15","2024-06-25",249,757,0,"Bifasico Di Agave","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"d362aec5-b157-413d-a9ef-7166565e1bda",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d365c4ab-4d7c-4d77-85f7-9837aa1d9d19",2,1,7,2,2,1548.00,280.00,"2026-01-18","2025-05-21",185,427,0,"Gel Fijador P/Cejas Yuya","Maquillaje","MARY KAY","Única","Depilaciones Cera y Navaja"
"d36f2348-1dbd-41a1-b6cc-db2b643b628c",1,1,4,2,2,1370.00,660.25,"2026-07-04","2026-06-18",18,34,0,"Mashera Di Goji","Producto de peinado","AVYNA","1L","Corte de Cabello Dama"
"d38d3345-d24d-4ece-94f1-94ccc1dc662e",1,0,3,0,0,779.00,0.00,"2026-07-02","Sin compra local",20,-1,0,"Agua Micelar Jelly Purificante","Cuidado facial","GARNIER","Única","No compró servicios"
"d3ad3a97-3439-4a97-9b2e-7731b3cdc06a",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d3c0f413-f499-4f45-a2d0-e1b8662e71b5",2,1,8,3,3,2759.00,1010.00,"2025-09-09","2024-11-08",316,621,0,"Xtiling Mousse","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"d44cdb96-c69b-45d3-b6d5-07f2966cfcb3",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d47303f2-39ec-41fb-b2b0-83486f08660d",2,1,6,1,1,1542.50,108.00,"2026-04-18","2025-02-04",95,533,0,"Cera 4x4 Telaraña","Producto de peinado","LECLAT","Única","Depilaciones Cera y Navaja"
"d4975910-f0f0-46ef-8ced-e0c82082b1ed",2,1,7,2,2,2217.50,817.00,"2025-11-02","2025-04-09",262,469,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"d4aa872f-01c6-4d16-b4bd-ed35d52f5bef",7,4,28,11,11,9672.00,4861.50,"2026-06-25","2026-03-01",27,143,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","100ml","Corte de Cabello Dama"
"d4ae701f-ad1e-4ce0-a1dc-907a20b13a18",2,1,4,1,1,1775.50,504.00,"2026-01-24","2025-05-17",179,431,0,"Shampoo Di Argan","Shampoo","AVYNA","500ml","Botox Capilar"
"d4dc7908-dc04-4ecf-83c8-fca54f061cf2",7,3,32,8,8,10363.00,2727.00,"2026-06-21","2026-01-05",31,198,0,"Lisciante Di Argan Aceite De Argan","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"d4de322c-a737-439d-8c55-deefcfdfc6d4",7,3,29,6,6,8912.00,2355.00,"2026-06-25","2025-09-13",27,312,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"d556f6b2-efb0-433e-95bd-18835e5619b6",12,16,96,38,38,37803.50,17121.50,"2026-06-15","2026-07-13",37,9,0,"Bifasico Di Goji","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"d5b4f572-5384-445b-8d6a-9e54a3af1105",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d62bd278-1589-4946-b902-9b1397c9b7f1",2,3,6,7,7,2729.00,2465.00,"2026-02-02","2026-02-01",170,171,0,"Lozione Di Cheratina","Tratamiento capilar","AVYNA","10ml","Corte de Cabello Dama"
"d6499c82-f535-42f9-9ad9-0a6b63e8d02e",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d673d606-a38d-4472-baf7-be642e618f20",7,4,29,11,11,9185.50,3492.00,"2026-05-23","2025-04-15",60,463,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","60ml","Depilaciones Cera y Navaja"
"d69585d7-2d14-433f-961e-f22c738164e1",2,3,6,6,6,2519.00,2390.00,"2026-06-28","2026-06-26",24,26,0,"Finale-X ÁCIDO GLIOXILICO","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"d6adca9c-7d14-425f-8b50-57527e689a1b",1,0,2,0,0,949.00,0.00,"2026-06-20","Sin compra local",32,-1,0,"Bifasico Di Agave","Tratamiento capilar","AVYNA","200ml","No compró servicios"
"d6b52fbe-0cb2-44cf-bd40-9379f82edf3f",7,3,35,8,8,11267.00,2660.00,"2026-06-30","2026-01-13",22,190,0,"Xtylin Wet Look","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"d6cc3ff0-bf42-4b8e-860e-497d1191b0ce",2,4,6,9,9,1708.00,2375.00,"2026-02-07","2026-01-25",165,178,0,"Skay High Mascara De Pestañas Water...","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"d7b21ba8-b51b-4393-a4ee-a92e737446d0",1,2,5,4,4,1420.00,765.00,"2026-07-06","2026-07-11",16,11,0,"Agua Micelar Garnier","Cuidado facial","GARNIER","Única","Depilaciones Cera y Navaja"
"d7d87314-7221-4be7-bf9c-df175e0f63b2",7,3,29,7,7,10677.50,2085.50,"2026-05-31","2025-04-26",52,452,0,"Pozione 10","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"d80c4de6-2622-4251-9210-92de51510521",2,1,7,2,2,2219.00,520.00,"2026-04-06","2025-09-01",107,324,0,"Shy Blush Rubor Mk","Maquillaje","AVYNA","Única","Depilaciones Cera y Navaja"
"d8465981-e48e-4fb0-846c-ec73c18cc3c7",7,3,26,10,10,8562.00,4134.00,"2026-06-09","2025-04-24",43,454,0,"Liss Di Lino","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"d8813a13-66b2-4bac-b869-7f1108990eca",2,3,10,5,5,2147.00,1741.50,"2026-02-04","2026-02-11",168,161,0,"15 Beneficios 300ml Isseda","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"d8b08525-d079-4333-b564-65fe001f0693",2,1,3,1,1,1462.00,232.75,"2026-04-13","2026-01-02",100,201,0,"Lisciante Di Argan Aceite De Argan","Tratamiento capilar","AVYNA","250ml","Depilaciones Cera y Navaja"
"d8ee0970-cbef-44ad-846d-6837aa7cc19c",1,1,2,1,1,579.00,240.00,"2026-06-25","2026-06-28",27,24,0,"Brunette Gel Voluminizador Para Cejas","Maquillaje","JAFRA","Única","Depilaciones Cera y Navaja"
"d9018c9d-d452-47f0-bb81-7516779f8743",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"d95d1013-c667-4b87-bd3d-43d18f09605a",1,1,2,2,2,764.00,665.00,"2026-07-03","2026-06-26",19,26,0,"Chocolatto Tatamiento Intensivo","Tratamiento capilar","CHOCOLATTO","250ml","Corte de Cabello Dama"
"d99edc65-7f46-416b-9d48-53e5ceccc6b7",1,1,2,4,4,779.00,1235.00,"2026-06-30","2026-06-14",22,38,0,"Riconstruttore Di Goji","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"d9e9f8e7-6900-457a-98aa-bbb9b3589f68",2,1,4,3,3,1374.50,810.00,"2025-12-16","2025-04-19",218,459,0,"100 Charmed Vinyl Ink","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"da3bb515-541c-476d-85e0-429142f68341",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"da5640c8-d9cc-45c0-b539-40fe4dc837bf",2,1,8,1,1,2730.00,360.00,"2026-04-22","2025-12-17",91,217,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"da5ab5ee-9078-4e73-9575-894b8f0245ef",2,1,12,2,2,3090.00,600.00,"2026-03-20","2025-04-06",124,472,0,"Agua Micelar Vitamina C","Cuidado facial","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"daa9d757-f0a8-4a51-97a3-0719b60b1742",2,1,8,1,1,2342.50,320.00,"2026-04-20","2024-07-10",93,742,0,"Mashera Di Argan","Shampoo","AVYNA","500ml","Corte de Cabello Dama"
"dac75c34-5884-4e81-aae9-4e465d5ab905",1,1,2,1,1,499.00,275.00,"2026-07-09","2026-06-22",13,30,0,"Coral Sky Duo Blush","Maquillaje","MARY KAY","Única","Depilaciones Cera y Navaja"
"dbabd5ad-e20e-488e-8855-befc8a0ece13",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"dbaf187c-f8c6-4ead-8790-8f3000b1fe40",1,1,3,2,2,969.00,640.00,"2026-07-05","2026-07-18",17,4,0,"The Falsies Volumexpress Mascara De...","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"dc5f9db3-6d8b-4595-94ca-60ba00c412a1",12,8,91,17,17,43652.50,6721.50,"2026-06-18","2025-08-09",34,347,0,"Curless Protector De Calor 300ml","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"dcb50f01-8812-4458-9dbd-bd11f790de08",1,1,2,1,1,899.00,400.00,"2026-07-14","2026-07-20",8,2,0,"Bifasico Di Agave","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"dcf16aa3-4d80-42c7-8f56-33b6b522dac0",12,14,108,38,38,50752.00,14677.00,"2026-06-07","2026-06-07",45,45,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
"dd13802f-fd98-4e35-b15f-174f29a02bd9",7,5,33,11,11,10300.50,4128.25,"2026-05-16","2025-07-06",67,381,0,"Xtylin Wet Look","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"ddacea01-70fc-425e-a251-84b51e598e25",2,1,8,1,1,2705.00,320.00,"2026-03-03","2025-05-22",141,426,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"ddbd1fa6-b081-4109-a66e-e8092d494d26",7,8,27,17,17,8950.00,6187.00,"2026-05-08","2026-05-03",75,80,0,"Shampoo Di Argan","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
